transitions,roles,build_time,valid_run,valid_run_time,valid_query,name
13,3,1.6404473781585693,True,0.14917564392089844,E<> trueGlobalLog[0].eventID == R1_e_3_ID and trueGlobalLog[1].eventID == R0_e_0_ID and trueGlobalLog[2].eventID == R1_e_2_ID and trueGlobalLog[3].eventID == R2_e_3_ID and trueGlobalLog[4].eventID == R1_e_0_ID and trueGlobalLog[5].eventID == R2_e_1_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_10_commands\0_max_5_roles_max_10_commands\0_max_5_roles_max_10_commands.json
3,1,0.5152280330657959,True,0.08154511451721191,E<> trueGlobalLog[0].eventID == R130_e_2_ID and trueGlobalLog[1].eventID == R130_e_0_ID and trueGlobalLog[2].eventID == R130_e_1_ID and trueGlobalLog[2].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_10_commands\10_max_5_roles_max_10_commands\10_max_5_roles_max_10_commands.json
22,4,2.0185999870300293,True,0.20226621627807617,E<> trueGlobalLog[0].eventID == R136_e_3_ID and trueGlobalLog[1].eventID == R138_e_3_ID and trueGlobalLog[2].eventID == R138_e_0_ID and trueGlobalLog[3].eventID == R135_e_1_ID and trueGlobalLog[4].eventID == R138_e_7_ID and trueGlobalLog[5].eventID == R138_e_2_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_10_commands\11_max_5_roles_max_10_commands\11_max_5_roles_max_10_commands.json
16,4,2.138343095779419,True,0.18226170539855957,E<> trueGlobalLog[0].eventID == R159_e_0_ID and trueGlobalLog[1].eventID == R162_e_1_ID and trueGlobalLog[2].eventID == R160_e_3_ID and trueGlobalLog[3].eventID == R160_e_1_ID and trueGlobalLog[4].eventID == R160_e_5_ID and trueGlobalLog[5].eventID == R162_e_2_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_10_commands\12_max_5_roles_max_10_commands\12_max_5_roles_max_10_commands.json
17,4,1.9463093280792236,True,0.17197871208190918,E<> trueGlobalLog[0].eventID == R180_e_4_ID and trueGlobalLog[1].eventID == R181_e_5_ID and trueGlobalLog[2].eventID == R182_e_0_ID and trueGlobalLog[3].eventID == R181_e_4_ID and trueGlobalLog[4].eventID == R180_e_2_ID and trueGlobalLog[5].eventID == R180_e_8_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_10_commands\13_max_5_roles_max_10_commands\13_max_5_roles_max_10_commands.json
11,3,1.7073843479156494,True,0.14789819717407227,E<> trueGlobalLog[0].eventID == R201_e_0_ID and trueGlobalLog[1].eventID == R201_e_7_ID and trueGlobalLog[2].eventID == R202_e_1_ID and trueGlobalLog[3].eventID == R201_e_2_ID and trueGlobalLog[4].eventID == R202_e_0_ID and trueGlobalLog[5].eventID == R201_e_6_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_10_commands\14_max_5_roles_max_10_commands\14_max_5_roles_max_10_commands.json
24,4,2.2376346588134766,True,0.19942212104797363,E<> trueGlobalLog[0].eventID == R219_e_3_ID and trueGlobalLog[1].eventID == R216_e_1_ID and trueGlobalLog[2].eventID == R218_e_0_ID and trueGlobalLog[3].eventID == R216_e_6_ID and trueGlobalLog[4].eventID == R219_e_1_ID and trueGlobalLog[5].eventID == R219_e_0_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_10_commands\15_max_5_roles_max_10_commands\15_max_5_roles_max_10_commands.json
28,4,1.9586904048919678,True,0.18747472763061523,E<> trueGlobalLog[0].eventID == R243_e_1_ID and trueGlobalLog[1].eventID == R243_e_4_ID and trueGlobalLog[2].eventID == R244_e_7_ID and trueGlobalLog[3].eventID == R243_e_0_ID and trueGlobalLog[4].eventID == R243_e_6_ID and trueGlobalLog[5].eventID == R245_e_4_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_10_commands\16_max_5_roles_max_10_commands\16_max_5_roles_max_10_commands.json
5,1,0.5436456203460693,True,0.09164905548095703,E<> trueGlobalLog[0].eventID == R273_e_3_ID and trueGlobalLog[1].eventID == R273_e_2_ID and trueGlobalLog[2].eventID == R273_e_4_ID and trueGlobalLog[3].eventID == R273_e_0_ID and trueGlobalLog[4].eventID == R273_e_1_ID and trueGlobalLog[4].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_10_commands\17_max_5_roles_max_10_commands\17_max_5_roles_max_10_commands.json
6,1,0.6238341331481934,True,0.12496685981750488,E<> trueGlobalLog[0].eventID == R280_e_5_ID and trueGlobalLog[1].eventID == R280_e_2_ID and trueGlobalLog[2].eventID == R280_e_1_ID and trueGlobalLog[3].eventID == R280_e_0_ID and trueGlobalLog[4].eventID == R280_e_3_ID and trueGlobalLog[5].eventID == R280_e_4_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_10_commands\18_max_5_roles_max_10_commands\18_max_5_roles_max_10_commands.json
10,2,1.0755386352539062,True,0.1142880916595459,E<> trueGlobalLog[0].eventID == R288_e_1_ID and trueGlobalLog[1].eventID == R289_e_1_ID and trueGlobalLog[2].eventID == R288_e_0_ID and trueGlobalLog[3].eventID == R288_e_2_ID and trueGlobalLog[4].eventID == R289_e_0_ID and trueGlobalLog[5].eventID == R288_e_3_ID and trueGlobalLog[5].orderCount != 0,C:\Users\thore\OneDrive\Skrivebord\MasterThesis\SwarmProtocolVerification\src\example_protocols\5_roles_10_commands\19_max_5_roles_max_10_commands\19_max_5_roles_max_10_commands.json
