delay_type.Door,delay_type.Forklift,delay_type.Transport,loop_bound,branch_tracking,log_size,delay_amount.Door,delay_amount.Forklift,delay_amount.Transport,role_amount.Door,role_amount.Forklift,role_amount.Transport,verification_result,time
E,E,E,2,True,21,2,2,1,1,1,1,True,0.15976858139038086
E,E,E,2,True,21,2,2,1,1,1,2,True,1.7965764999389648
E,E,E,2,True,21,2,2,2,1,1,1,True,0.10905790328979492
E,E,E,2,True,21,2,2,2,1,1,2,True,18.154772996902466
E,E,E,2,True,21,2,2,3,1,1,1,True,0.1259760856628418
E,E,E,2,True,21,2,2,3,1,1,2,True,60.92163801193237
E,E,E,2,True,21,2,2,4,1,1,1,True,0.15839719772338867
E,E,E,2,True,21,2,2,4,1,1,2,True,98.5784842967987
E,E,E,2,True,21,2,2,5,1,1,1,True,0.17873835563659668
E,E,E,2,True,21,2,2,5,1,1,2,True,161.87295150756836
E,E,E,2,True,21,2,2,6,1,1,1,True,0.15857148170471191
E,E,E,2,True,21,2,2,6,1,1,2,True,256.6054060459137
E,E,E,2,True,21,2,2,7,1,1,1,True,0.15215373039245605
E,E,E,2,True,21,2,2,7,1,1,2,True,390.24768590927124
E,E,E,2,True,21,2,2,8,1,1,1,True,0.12775707244873047
E,E,E,2,True,21,2,2,8,1,1,2,True,467.8687090873718
E,E,E,2,True,21,2,2,9,1,1,1,True,0.12861204147338867
E,E,E,2,True,21,2,2,9,1,1,2,True,530.985221862793
E,E,E,2,True,21,2,2,10,1,1,1,True,0.17848849296569824
E,E,E,2,True,21,2,2,10,1,1,2,True,550.1550731658936
E,E,E,2,True,21,2,2,11,1,1,1,True,0.16547465324401855
E,E,E,2,True,21,2,2,11,1,1,2,True,546.1059565544128
E,E,E,2,True,21,2,2,12,1,1,1,True,0.12394237518310547
E,E,E,2,True,21,2,2,12,1,1,2,True,547.0280933380127
E,E,E,2,True,21,2,2,13,1,1,1,True,0.14972829818725586
E,E,E,2,True,21,2,2,13,1,1,2,True,545.6666736602783
E,E,E,2,True,21,2,2,14,1,1,1,True,0.16448712348937988
E,E,E,2,True,21,2,2,14,1,1,2,True,545.8622407913208
E,E,E,2,True,21,2,2,15,1,1,1,True,0.14989733695983887
E,E,E,2,True,21,2,2,15,1,1,2,True,547.9377181529999
E,E,E,2,True,21,2,2,16,1,1,1,True,0.13944125175476074
E,E,E,2,True,21,2,2,16,1,1,2,True,547.9432299137115
E,E,E,2,True,21,2,2,17,1,1,1,True,0.1346418857574463
E,E,E,2,True,21,2,2,17,1,1,2,True,550.9252610206604
E,E,E,2,True,21,2,2,18,1,1,1,True,0.16659164428710938
E,E,E,2,True,21,2,2,18,1,1,2,True,547.7130825519562
E,E,E,2,True,21,2,2,19,1,1,1,True,0.1560964584350586
E,E,E,2,True,21,2,2,19,1,1,2,True,548.0916328430176
E,E,E,2,True,21,2,2,20,1,1,1,True,0.1664135456085205
E,E,E,2,True,21,2,2,20,1,1,2,True,547.3941450119019
